"Insect_Species","Rank","ASV_ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Mean_Abundance_Percent"
"Hydrotaea aenescens",35,"3b94c19ef326eea0918e1c3d244c999c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866",NA,NA,NA,0.1872
"Hydrotaea aenescens",36,"638f64b9ce27cd31801fdc39ddb1983a","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tepidimicrobiaceae","Schnuerera","Schnuerera ultunensis",0.1739
"Hydrotaea aenescens",37,"bb8f4a2b2d923fdbf38a5caad4146f87","d__Bacteria",NA,NA,NA,NA,NA,NA,0.1705
"Hydrotaea aenescens",38,"d66caf47fac43ddb2065f57eec5d68c7","d__Bacteria",NA,NA,NA,NA,NA,NA,0.1686
"Hydrotaea aenescens",39,"53ae67ddcbf678181fab8d552e8dc627","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Tissierellaceae",NA,NA,0.1661
"Hydrotaea aenescens",40,"c71dbe9433605280362ee126e8351510","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Monoglobales","Monoglobaceae",NA,NA,0.1557
"Hydrotaea aenescens",41,"40a871dd7ec1c44386128af2f352d393","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Clostridium_H_221916","Clostridium_H_221916 novyi",0.1542
"Hydrotaea aenescens",42,"a3cb2c55a55ab7aa0e368805ada1d320","d__Bacteria","Actinomycetota",NA,NA,NA,NA,NA,0.1355
"Hydrotaea aenescens",43,"b5a4ea490d99c5b7bfdd41b5d45c3906","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Citroniella","Citroniella saccharovorans",0.134
"Hydrotaea aenescens",44,"2953ea2da050d8f774c1581ad02dfc97","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Peptoniphilus_B_226807","Peptoniphilus_B_226807 stercorisuis",0.128
"Hydrotaea aenescens",45,"737c098d1007948d40e6cbaf904b72d9","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B","Vagococcus_B fluvialis",0.118
"Hydrotaea aenescens",46,"922d33a2963d3e87a3d4df6b82371235","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,0.1107
"Hydrotaea aenescens",47,"f4206b8c3d4e8f3bd54f960952e0f6be","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Hathewaya","Hathewaya limosa",0.1055
"Hydrotaea aenescens",48,"119b70614392764602bb20f8bbe8f960","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866",NA,NA,NA,0.1053
"Hydrotaea aenescens",49,"7563d0e17a48f191e7d2364227f06e20","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA,0.1011
"Hydrotaea aenescens",50,"d353d8f820161b7962514034d5d61ec6","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Tissierellales","Peptoniphilaceae","Miniphocaeibacter",NA,0.098
"Chrysomya megacephala",1,"190a049caad3a0453339204032c4e5e4","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales_A","Anaplasmataceae_550576","Wolbachia","Wolbachia pipientis_A_550493",29.0571
"Chrysomya megacephala",2,"04524511556ae43c41266c364d115459","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,15.36
"Chrysomya megacephala",3,"bdf8a26094624622d68509a87fa75ba7","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_B_310392","Bacillaceae_G","Bacillus_A",NA,5.7323
"Chrysomya megacephala",4,"69cb94bc7147e79c931c6c3fe7c5c4b1","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Wohlfahrtiimonas","Wohlfahrtiimonas chitiniclastica",5.5864
"Chrysomya megacephala",5,"760453ef5e1b02207b11ed510e6b07f2","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Limivivens",NA,4.8447
"Chrysomya megacephala",6,"cda1eb22b2120ae428eff0e7d276bfa3","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921","Paraclostridium",NA,4.7092
"Chrysomya megacephala",7,"7339301f770131bd35e653eda2ac5106","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria","Ignatzschineria larvae",3.9179
"Chrysomya megacephala",8,"4005f039311a1265dd8f02e81c3bbd8f","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,2.482
"Chrysomya megacephala",9,"9908fffab7ed4f3bec44cda2f5084d49","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,1.5271
"Chrysomya megacephala",10,"b73920b9b356ea1285d2189f17b7f95c","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Asaia",NA,1.4566
"Chrysomya megacephala",11,"2061f0eee25696cf7f4c3c70968a4882","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Limivivens",NA,1.1729
"Chrysomya megacephala",12,"dfa226e31d3c52c0c2ece60f40eda887","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,1.1401
"Chrysomya megacephala",13,"0bc2a38bf5d2ee050fc6ec8173778f02","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA,1.1365
"Chrysomya megacephala",14,"0697533792974c410abe92b31253acbb","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_680892",NA,NA,1.1124
"Chrysomya megacephala",15,"5a4b225b6d3509e3b4b89212ee64b519","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,1.0923
"Chrysomya megacephala",16,"21610dcbd05af4529071c39e2997cf17","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_A","Planococcaceae","Metalysinibacillus",NA,1.0149
"Chrysomya megacephala",17,"acccab8e28b5e2cfc41fb8ae64cbf978","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A lutrae",0.7244
"Chrysomya megacephala",18,"0de1f78d746d5e17a1a7801ddedf9a28","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Blautia_A_141781",NA,0.7121
"Chrysomya megacephala",19,"11f0558dca37009cbf1a6083b0b658e5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334",NA,NA,0.6562
"Chrysomya megacephala",20,"0582fbc6790e26344308465c2fe9f26c","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,0.6386
"Chrysomya megacephala",21,"bba047914d3199e76a4f36203fdd5f99","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,0.5994
"Chrysomya megacephala",22,"5589186ac23f486c4301730c36d1e878","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA,0.5923
"Chrysomya megacephala",23,"850c916f9e72e93fb7c294d70d206e2c","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,0.5724
"Chrysomya megacephala",24,"e78d28b0c959b6e035caad98e3288205","d__Bacteria",NA,NA,NA,NA,NA,NA,0.5646
"Chrysomya megacephala",25,"a6514e8eef83a907c4d3a2e45755b936","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Blautia_A_141781","Blautia_A_141781 hydrogenotrophica",0.5458
"Chrysomya megacephala",26,"04edaa963304c466674c30f9f9bb087e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,NA,0.5309
"Chrysomya megacephala",27,"e20080c3550b1318bbb29e84d651c014","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.471
"Chrysomya megacephala",28,"af39cffc045e50cd3fb97cd7cabe423c","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_B_877923","Flavobacteriaceae","Flavobacterium","Myroides phaeus",0.4614
"Chrysomya megacephala",29,"b3d2cc3b9f0184830bec2ef73bcc6166","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Streptococcaceae","Lactococcus_A_343473",NA,0.4456
"Chrysomya megacephala",30,"f17aa6c7d60aa9f234c8ad6f97c17d47","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.4342
"Chrysomya megacephala",31,"ac957ab317a17889416573ac30f4017c","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Blautia_A_141781",NA,0.4341
"Chrysomya megacephala",32,"922d33a2963d3e87a3d4df6b82371235","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,0.4185
"Chrysomya megacephala",33,"9bd333ff35dc00ace986daa514b0affb","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Slackia","Slackia equolifaciens",0.364
"Chrysomya megacephala",34,"5a3a0d49c320ee03c7184f3d73035b3a","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella vaginalis",0.3574
"Chrysomya megacephala",35,"d46e2205f0c6ecf67b51f83d111c509c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029","Escherichia",NA,0.3235
"Chrysomya megacephala",36,"7b9c8d4a1896d84d92ab4820edd025a6","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Mammaliicoccus_319278","Mammaliicoccus lentus",0.3226
"Chrysomya megacephala",37,"9307fc3078987a379002164d7227898c","d__Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales_B_877923","Flavobacteriaceae","Flavobacterium","Myroides phaeus",0.3162
"Chrysomya megacephala",38,"9580aa8a52ec18a4e92e701cdb595faa","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000",NA,NA,0.2898
"Chrysomya megacephala",39,"0abf641b1d295b304991d496b40f4d73","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Ventrisoma","Ventrisoma faecale",0.2718
"Chrysomya megacephala",40,"f40a4e449931e18bbc267129496cc5f4","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.269
"Chrysomya megacephala",41,"c71a0b723402b8d3e22b6af121320ea5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,0.2671
"Chrysomya megacephala",42,"90c19110a654995336a6a15280817019","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,0.2632
"Chrysomya megacephala",43,"00a13d8f8dedefce827e22f39b959a73","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,0.2591
"Chrysomya megacephala",44,"870affd98c4d05cf9e0509b958ff8c2d","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Blautia_A_141781",NA,0.251
"Chrysomya megacephala",45,"be506a07415d80a62378735a46b333b5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,0.239
"Chrysomya megacephala",46,"20784d391ca7d7810092ca2ad650292b","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,0.2377
"Chrysomya megacephala",47,"58bd181f757283f5a4ceebdf90ff6243","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Sellimonas","Sellimonas intestinalis",0.2277
"Chrysomya megacephala",48,"adbc58f9844a5329cf366022f3cdb5b0","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae",NA,NA,0.2146
"Chrysomya megacephala",49,"b060079a052d8ef0971aa8faf2adb85c","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,0.1981
"Chrysomya megacephala",50,"b4bb370a59f2637d406ccc0f5a1b2a1e","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_732334","Morganella",NA,0.1943
"Lucilia coeruleiviridis",1,"190a049caad3a0453339204032c4e5e4","d__Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales_A","Anaplasmataceae_550576","Wolbachia","Wolbachia pipientis_A_550493",13.3627
"Lucilia coeruleiviridis",2,"e20080c3550b1318bbb29e84d651c014","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,11.2976
"Lucilia coeruleiviridis",3,"d46e2205f0c6ecf67b51f83d111c509c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029","Escherichia",NA,7.963
"Lucilia coeruleiviridis",4,"419fd81c2cdac1a5d38831e40efdc3b0","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_639861","Halomonadaceae_639861","Zymobacter","Zymobacter palmae",7.5732
"Lucilia coeruleiviridis",5,"04524511556ae43c41266c364d115459","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,6.7476
"Lucilia coeruleiviridis",6,"945184b6386c192c0066e0a98a154780","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,5.562
"Lucilia coeruleiviridis",7,"6f1130bd98b6cca0acaf1dd8875b9216","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Ruminococcaceae","Gemmiger_A_73276","Gemmiger_A_73276 avium",3.9251
"Lucilia coeruleiviridis",8,"4005f039311a1265dd8f02e81c3bbd8f","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,3.2719
"Lucilia coeruleiviridis",9,"bdf8a26094624622d68509a87fa75ba7","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_B_310392","Bacillaceae_G","Bacillus_A",NA,3.2525
"Lucilia coeruleiviridis",10,"3aefde3ebbcd10abf418322e8a3ec22d","d__Bacteria",NA,NA,NA,NA,NA,NA,3.108
"Lucilia coeruleiviridis",11,"006b143faa42f599250d6c44da161607","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Ruminococcaceae",NA,NA,1.9669
"Lucilia coeruleiviridis",12,"b060079a052d8ef0971aa8faf2adb85c","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,1.9387
"Lucilia coeruleiviridis",13,"d8a51a13770377ba480e765f6d234add","d__Bacteria","Bacillota_A_368345","Clostridia_258483","UBA1381","UBA1381","Hominilimicola","Hominilimicola sp001941225",1.4197
"Lucilia coeruleiviridis",14,"7339301f770131bd35e653eda2ac5106","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria","Ignatzschineria larvae",1.3751
"Lucilia coeruleiviridis",15,"922d33a2963d3e87a3d4df6b82371235","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,1.3288
"Lucilia coeruleiviridis",16,"c06ccd1f7d57566ef669942328b1a946","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_650611","Pseudomonadaceae",NA,NA,1.3055
"Lucilia coeruleiviridis",17,"9908fffab7ed4f3bec44cda2f5084d49","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,1.0478
"Lucilia coeruleiviridis",18,"69cb94bc7147e79c931c6c3fe7c5c4b1","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Wohlfahrtiimonas","Wohlfahrtiimonas chitiniclastica",0.9953
"Lucilia coeruleiviridis",19,"622da4e8b3fc340bb1b5b54d8b6ddfaf","d__Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas",NA,0.8762
"Lucilia coeruleiviridis",20,"04edaa963304c466674c30f9f9bb087e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,NA,0.8744
"Lucilia coeruleiviridis",21,"e8c4470cea2d0aad86e0fbaa03d2f750","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.8325
"Lucilia coeruleiviridis",22,"7563d0e17a48f191e7d2364227f06e20","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA,0.6954
"Lucilia coeruleiviridis",23,"a25d98f79203c7f34f1a48e86a9ce865","d__Bacteria",NA,NA,NA,NA,NA,NA,0.6485
"Lucilia coeruleiviridis",24,"3ac16d9edd47d9d43ad197ccf971d23b","d__Bacteria","Bacillota_A_368345","Clostridia_258483","UBA1381","UBA1381","Hominilimicola","Hominilimicola sp001941225",0.6083
"Lucilia coeruleiviridis",25,"acccab8e28b5e2cfc41fb8ae64cbf978","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_A","Vagococcus_A lutrae",0.5594
"Lucilia coeruleiviridis",26,"c71fcfb80627bdfafbaa19978e9f9a5a","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Monoglobales","Monoglobaceae",NA,NA,0.3843
"Lucilia coeruleiviridis",27,"6ba43acb03ae795b3e7e31f2be946006","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Leuconostoc_B",NA,0.3773
"Lucilia coeruleiviridis",28,"7b9c8d4a1896d84d92ab4820edd025a6","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Mammaliicoccus_319278","Mammaliicoccus lentus",0.3627
"Lucilia coeruleiviridis",29,"04c4f13ee184d8d29c043518b203151a","d__Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae","Limenecus","Limenecus avicola",0.3529
"Lucilia coeruleiviridis",30,"c24e0e391aa836b5eae25567c7eb89ee","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Lachnospirales","Lachnospiraceae","Ruminococcus_B","Ruminococcus_B gnavus",0.3522
"Lucilia coeruleiviridis",31,"3745eaef50cd5be148a5be05dec4421a","d__Bacteria",NA,NA,NA,NA,NA,NA,0.3458
"Lucilia coeruleiviridis",32,"2ef1e51ab1cf99a3c6417b05a060830e","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Limosilactobacillus",NA,0.3293
"Lucilia coeruleiviridis",33,"657c87242cee40faf59fc676137441e0","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Oscillospiraceae_88309","Faecousia",NA,0.3286
"Lucilia coeruleiviridis",34,"0bc2a38bf5d2ee050fc6ec8173778f02","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae",NA,NA,0.3215
"Lucilia coeruleiviridis",35,"699728bc07825291fb6f53bbdc51bb57","d__Bacteria","Cyanobacteriota","Vampirovibrionia","Gastranaerophilales","Gastranaerophilaceae",NA,NA,0.3129
"Lucilia coeruleiviridis",36,"549d269e41c4d2ccf288e69078402321","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Weissella","Weissella tructae",0.3116
"Lucilia coeruleiviridis",37,"9ba2c3dcd6ae3a7dfa004f29f807aa4e","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Fructobacillus",NA,0.3112
"Lucilia coeruleiviridis",38,"9580aa8a52ec18a4e92e701cdb595faa","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000",NA,NA,0.2977
"Lucilia coeruleiviridis",39,"9acb555d3c5dd77e9035a661e7ad1bb6","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Clostridiales","Clostridiaceae_222000","Clostridium_T",NA,0.2463
"Lucilia coeruleiviridis",40,"6755be0886d71fa083effb1d8a810d69","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.2436
"Lucilia coeruleiviridis",41,"c973e687a7befb9ba59a4245c59fe1ef","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Peptostreptococcales","Peptostreptococcaceae_256921",NA,"Eubacterium tenue",0.2368
"Lucilia coeruleiviridis",42,"d114fb4c335125128be28401522dd41a","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Streptococcaceae","Lactococcus_A_346120",NA,0.2353
"Lucilia coeruleiviridis",43,"3bac14d2805bf995afe9d316a5777b1e","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,0.2329
"Lucilia coeruleiviridis",44,"0697533792974c410abe92b31253acbb","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_680892",NA,NA,0.2325
"Lucilia coeruleiviridis",45,"a3cb2c55a55ab7aa0e368805ada1d320","d__Bacteria","Actinomycetota",NA,NA,NA,NA,NA,0.2324
"Lucilia coeruleiviridis",46,"f40a4e449931e18bbc267129496cc5f4","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.2239
"Lucilia coeruleiviridis",47,"96a09a10dbd45a2a904268a56b662315","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Oscillospiraceae_88309","Faecousia",NA,0.2191
"Lucilia coeruleiviridis",48,"be506a07415d80a62378735a46b333b5","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,0.2135
"Lucilia coeruleiviridis",49,"97e58f0c921abc668728f78ee94f3d93","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Christensenellales","Aristaeellaceae",NA,NA,0.2107
"Lucilia coeruleiviridis",50,"2f90e3b34572133cc966725c24799c6e","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Christensenellales","Aristaeellaceae","Onthenecus",NA,0.1976
"Phoridae sp.",1,"d46e2205f0c6ecf67b51f83d111c509c","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029","Escherichia",NA,67.1519
"Phoridae sp.",2,"549d269e41c4d2ccf288e69078402321","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Weissella","Weissella tructae",8.3841
"Phoridae sp.",3,"d87f3481d74c9bf206a0507765b3a651","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales_A_660879","Moraxellaceae","Acinetobacter",NA,3.627
"Phoridae sp.",4,"3aefde3ebbcd10abf418322e8a3ec22d","d__Bacteria",NA,NA,NA,NA,NA,NA,3.3564
"Phoridae sp.",5,"945184b6386c192c0066e0a98a154780","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_725029",NA,NA,2.1132
"Phoridae sp.",6,"9908fffab7ed4f3bec44cda2f5084d49","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Enterococcaceae",NA,NA,1.2706
"Phoridae sp.",7,"69cb94bc7147e79c931c6c3fe7c5c4b1","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Wohlfahrtiimonas","Wohlfahrtiimonas chitiniclastica",1.1816
"Phoridae sp.",8,"e20080c3550b1318bbb29e84d651c014","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.8562
"Phoridae sp.",9,"6755be0886d71fa083effb1d8a810d69","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.8459
"Phoridae sp.",10,"d114fb4c335125128be28401522dd41a","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Streptococcaceae","Lactococcus_A_346120",NA,0.822
"Phoridae sp.",11,"e8c4470cea2d0aad86e0fbaa03d2f750","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales",NA,NA,NA,0.7192
"Phoridae sp.",12,"922d33a2963d3e87a3d4df6b82371235","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Staphylococcus",NA,0.6679
"Phoridae sp.",13,"f40a4e449931e18bbc267129496cc5f4","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.6028
"Phoridae sp.",14,"a25d98f79203c7f34f1a48e86a9ce865","d__Bacteria",NA,NA,NA,NA,NA,NA,0.5685
"Phoridae sp.",15,"bdf8a26094624622d68509a87fa75ba7","d__Bacteria","Bacillota_I","Bacilli_A","Bacillales_B_310392","Bacillaceae_G","Bacillus_A",NA,0.5137
"Phoridae sp.",16,"04524511556ae43c41266c364d115459","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Cardiobacteriales","Wohlfahrtiimonadaceae","Ignatzschineria",NA,0.4829
"Phoridae sp.",17,"720bbb0411edd2b97a8cc3d66e3b47e0","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Vagococcaceae","Vagococcus_B",NA,0.4041
"Phoridae sp.",18,"7b9c8d4a1896d84d92ab4820edd025a6","d__Bacteria","Bacillota_I","Bacilli_A","Staphylococcales","Staphylococcaceae","Mammaliicoccus_319278","Mammaliicoccus lentus",0.3767
"Phoridae sp.",19,"7563d0e17a48f191e7d2364227f06e20","d__Bacteria","Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae",NA,NA,0.3528
"Phoridae sp.",20,"82dece6e35540738ba450a0c3a90b5a0","d__Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales_737866","Enterobacteriaceae_A_729055","Serratia_L_726994",NA,0.3219
"Phoridae sp.",21,"6f1130bd98b6cca0acaf1dd8875b9216","d__Bacteria","Bacillota_A_368345","Clostridia_258483","Oscillospirales","Ruminococcaceae","Gemmiger_A_73276","Gemmiger_A_73276 avium",0.2774
"Phoridae sp.",22,"3745eaef50cd5be148a5be05dec4421a","d__Bacteria",NA,NA,NA,NA,NA,NA,0.2706
"Phoridae sp.",23,"e6b62e203e94fd64b50c13ef4b1cf1ab","d__Bacteria",NA,NA,NA,NA,NA,NA,0.2569
"Phoridae sp.",24,"970dd45e40cf8b847e2575fc1cb5a3eb","d__Bacteria","Bacillota_I","Bacilli_A","Lactobacillales","Lactobacillaceae","Weissella",NA,0.2534
"Phoridae sp.",25,"d8a51a13770377ba480e765f6d234add","d__Bacteria","Bacillota_A_368345","Clostridia_258483","UBA1381","UBA1381","Hominilimicola","Hominilimicola sp001941225",0.2432
