"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"BRANCHED-CHAIN-AA-SYN-PWY",17220.7178828067,6398.27298249392,6182.52514951435,12635.7906449808,22659.3255507059,24687.8053957687,9877.75817913824,1727.74261479474,26563.4388163499,9444.71045498803,10853.7228997577,15817.5466659022,11142.9003558725,3755.57218828992,15641.9154421801,15909.0315795638,40764.6561104456,4349.16745937696,24973.761334086,11042.5040608209,14582.4432883918,40764.6561104456,13609.1169666863,23,115,"superpathway of branched chain amino acid biosynthesis","superpathway of branched chain amino acid biosynthesis","Biosynthesis"
"RIBOSYN2-PWY",14093.4280878025,4578.46330326296,8482.85936673144,11227.6334517175,17978.2531124852,21723.6929176378,9900.58589190666,31352.9089282055,25290.0895414173,7489.56889819411,10647.8071094685,13095.8752747046,11048.4747159056,3311.36076167898,13654.5748603945,16670.4617829221,38894.6953852196,7975.06384723939,18663.1209531823,5410.91704988866,14574.4917619983,38894.6953852196,13375.2250675496,23,115,"flavin biosynthesis I (bacteria and plants)","flavin biosynthesis i (bacteria and plants)","Biosynthesis"
"PWY-6470",1120.56350303911,5116.8796697104,4419.99630728517,10971.7830221075,24370.212834454,25666.1305056875,1047.41823248509,1320.57627034845,24023.3785964085,5243.74414018198,11300.771700794,25127.4602989858,20058.2031239994,928.795970715391,17253.654851292,9456.3562698819,23920.9672111987,34756.8155560871,25024.5508342022,17829.0644710478,14447.8661684956,34756.8155560871,15850.7605098938,23,115,"peptidoglycan biosynthesis V (&beta;-lactam resistance)","peptidoglycan biosynthesis v (&beta;-lactam resistance)","Biosynthesis"
"PWY-6147",13630.2166560535,6192.08059153831,9859.82168361295,8837.87012667483,12052.3574527761,7540.28883248677,10237.593728904,3373.04585300161,27881.2758974259,7871.92708473051,10926.2789844401,23423.6586019913,13171.3313913649,3198.08504442407,16269.5137641136,16725.6790382754,44779.5073063714,6270.94246185344,21598.3270841822,17727.4944523082,14078.3648018265,44779.5073063714,12611.8444220705,23,115,"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I","6-hydroxymethyl-dihydropterin diphosphate biosynthesis i","Biosynthesis"
"PWY-7977",20539.4872669497,4921.4245442273,9291.90240384043,15237.6978961207,30887.6358540027,10522.4426905697,7549.67515749846,2602.97637373394,26973.8055569667,10014.1891338023,12337.3256467934,12042.2999798991,9570.00941576576,4394.18474401418,15151.5433493761,15633.5917918579,34580.1749683188,4962.68150643063,24965.4229036989,5745.03507214064,13896.1753128004,34580.1749683188,12189.8128133463,23,115,"L-methionine biosynthesis IV","l-methionine biosynthesis iv","Biosynthesis"
"PWY-6126",17150.6130750405,5858.67166656636,9006.64625283985,13107.6727999844,16605.6202441009,14696.2793883289,8850.81764157871,1487.41283548993,25732.6292632061,8860.84324123713,11771.0155448096,17008.2816969344,15769.5659306079,3836.43154757924,17062.241455456,14120.6802947112,35543.9503934994,6136.44847254353,20319.5237588958,8492.21228914901,13570.8778896279,35543.9503934994,13845.7790921696,23,115,"superpathway of adenosine nucleotides de novo biosynthesis II","superpathway of adenosine nucleotides de novo biosynthesis ii","Biosynthesis"
"PWY-5121",14372.9856314977,4568.73422844502,8954.49708408489,13501.8894760054,21386.0975393689,10701.1369910091,8519.79026717957,2068.95862184361,27172.2792143118,7819.11339402498,12104.6303247915,13205.6183532011,9481.72399428588,3317.77049815728,15486.4310625437,15326.6949754388,36406.9482876172,17302.4702720019,21891.1739105766,5626.82873396599,13460.7886430176,36406.9482876172,13333.2034981093,23,115,"superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","superpathway of geranylgeranyl diphosphate biosynthesis ii (via mep)","Biosynthesis"
"ARGSYNBSUB-PWY",17061.2870758509,6023.07057280526,6049.02450201757,11732.1976579049,23609.5789054952,25433.0215673849,8669.91780127267,1803.10644838074,12066.8735978164,9094.71071512208,10717.2257654262,14539.2946395133,10891.9314421399,3784.08168092483,14556.9953268002,14768.1768754088,37817.6767688425,3457.69778324225,23848.267469154,8847.24802487747,13238.569231019,37817.6767688425,11899.5356278607,23,115,"L-arginine biosynthesis II (acetyl cycle)","l-arginine biosynthesis ii (acetyl cycle)","Biosynthesis"
"PWY0-162",15431.7137405137,5152.7831237248,7360.03105949709,12673.2677909207,7001.15178490338,16257.2639044278,10641.704962962,33061.5141894244,6047.60087351371,8328.33150623719,11371.801905733,13848.9738142753,10823.6507951467,3598.07794782224,15639.4445902091,16734.2096572669,40003.4027131847,5327.32101365412,17554.764457312,7457.54509158468,13215.7277461157,40003.4027131847,12022.5348483268,23,115,"superpathway of pyrimidine ribonucleotides de novo biosynthesis","superpathway of pyrimidine ribonucleotides de novo biosynthesis","Biosynthesis"
"PWY-7282",19805.5225806773,6363.71709217448,9469.0912456201,15796.9394361793,11245.9540448023,18944.6516182871,9261.4643875899,1780.86760241704,19742.1754443798,10191.3350590457,12952.6875150487,16133.6109145506,3488.73156201613,4538.10862588929,19215.8898038472,16383.4774203971,29885.7491117773,4941.36782209084,20202.9749607839,12491.9710286847,13141.8143638129,29885.7491117773,13047.2509394308,23,115,"4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis ii","Biosynthesis"
"PWY-6168",14035.2804390308,4503.90872779822,8221.58360377394,11136.4945736673,17972.0460543264,21655.7796770043,9640.89897569523,6607.58270524527,25290.0895414173,7440.20396112206,10273.6791078775,13010.7715465001,10679.992374065,3306.32492855799,13490.6010269691,15830.8315792318,36128.1457583888,6379.66647212434,18663.1209531823,5370.25215480438,12981.8627080391,36128.1457583888,12059.1786408532,23,115,"flavin biosynthesis III (fungi)","flavin biosynthesis iii (fungi)","Biosynthesis"
"PWY-5659",3588.32704396912,4640.86115923617,6276.59592232527,7791.10645804393,24148.3570507035,18807.6920191563,6657.0401689899,31283.2921739567,24927.6571994605,4801.70465078141,9366.37967972412,19594.7714548077,13137.5967268856,1214.39366611055,12885.3647330005,9774.41087324624,25254.7378907878,6598.40870854991,10797.3245941509,14108.4110864965,12782.7216630191,31283.2921739567,11790.023128585,23,115,"GDP-mannose biosynthesis","gdp-mannose biosynthesis","Biosynthesis"
"GLYCOGENSYNTH-PWY",14630.8242604411,4313.50449249718,4667.23728661533,15056.8384085209,27677.2330531388,24143.2270245427,5977.47912870409,1362.00833031261,25200.8067298542,7119.20088764235,12143.2225698125,10600.5027228098,11544.3811950996,3333.68537564683,16845.0098471589,9486.3195428376,8111.40060118409,34604.8771682951,14724.6582393131,3961.09781923399,12775.175734183,34604.8771682951,11843.8018824561,23,115,"glycogen biosynthesis I (from ADP-D-Glucose)","glycogen biosynthesis i (from adp-d-glucose)","Biosynthesis"
"PWY-6859",13443.1592122539,5585.39712448429,9233.27671144945,13314.0058943664,17309.3124265103,20947.5006334118,6089.25845128187,673.418620325012,11571.5755660938,7273.26308340572,11241.979305133,19167.062286221,16111.1795847411,3196.52424333103,16508.5513295379,11056.3051780603,13136.5535439401,29745.2730643855,12684.914313062,15394.0541616556,12684.1282366825,29745.2730643855,12910.7339285011,23,115,"all-trans-farnesol biosynthesis","all-trans-farnesol biosynthesis","Biosynthesis"
"PWY-5989",18859.5492737371,6046.08887732307,10475.9864891016,14188.2034796777,5199.11282145509,10860.3838691675,15120.3478855718,1584.45969315752,5169.62267672512,10206.423138514,12750.6846799433,12397.7841297496,7500.33253475247,4540.71192188617,17284.4877235009,23075.7925139507,47612.232703823,4085.7902751389,18089.2025013217,7265.44022394344,12615.631870622,47612.232703823,11629.0839994586,23,115,"stearate biosynthesis II (bacteria and plants)","stearate biosynthesis ii (bacteria and plants)","Biosynthesis"
"PWY-6936",18882.0720812972,5784.83369480362,8272.6670120189,16411.3601900371,16153.4214236576,13966.2003520233,7777.20367941504,1828.23896513767,4650.03957190108,9647.94737262011,13212.7334712986,12424.8242680672,12500.6588680542,3712.57590361185,19366.3867856868,13836.0619882696,38043.7783469589,4274.83355624089,21076.2587625846,9108.1938467925,12546.5145070238,38043.7783469589,12523.586687539,23,115,"seleno-amino acid biosynthesis (plants)","seleno-amino acid biosynthesis (plants)","Biosynthesis"
"PANTOSYN-PWY",13969.8777163425,4940.04354140835,6705.82237142574,11380.4327567386,11836.2264468947,12198.3629823677,9820.72791526458,1862.48649305485,26190.2402601837,7684.02085027449,10852.1015347778,15042.7122317038,8069.22452968266,3234.46900110695,15256.0990531807,15555.4074091002,38762.84864335,6877.91699236234,20544.7521076044,7577.10010472976,12418.0436470777,38762.84864335,11608.3296018166,23,115,"superpathway of coenzyme A biosynthesis I (bacteria)","superpathway of coenzyme a biosynthesis i (bacteria)","Biosynthesis"
"PWY-5189",15791.5953488019,4507.44245883717,8374.58176996392,10951.0116894137,11877.3392914169,8169.40644054372,10637.9807292268,31341.1675710908,7443.00826290736,7736.88119348417,10622.320209318,9118.32399231256,6557.74677085494,3659.01819824267,12070.4267989369,18747.4946071863,41238.1413084025,5534.40512481635,18936.723624612,4017.39786252001,12366.6206626444,41238.1413084025,10630.1504692724,23,115,"tetrapyrrole biosynthesis II (from glycine)","tetrapyrrole biosynthesis ii (from glycine)","Biosynthesis"
"PWY-702",19786.3737328482,5570.02439141081,8192.37504126476,16170.7859763322,16556.3057812835,21364.2531083264,7986.56126952171,956.172467282205,6440.88254883616,9684.37463790543,11798.4210255105,12676.8321175141,9983.4062630455,3843.93520272094,16333.9730407025,13290.9451464043,29815.7125574158,8565.92935595404,18506.9794745286,9391.43804767836,12345.7840593243,29815.7125574158,12072.1025424174,23,115,"L-methionine biosynthesis II","l-methionine biosynthesis ii","Biosynthesis"
"GLUTORN-PWY",16033.6791619418,4271.54964054485,4892.89713695859,10998.0211841608,17084.4766764013,22078.7132062313,10715.3851888296,2483.11664476108,19683.5510676236,8045.92828783271,9247.04941731285,10576.9830430317,6264.14675861456,3608.80550983621,12335.6961472223,17164.6590589569,40680.1801526205,3009.79496307666,21446.6114022548,4129.6735008194,12237.5459074516,40680.1801526205,10856.7031864952,23,115,"L-ornithine biosynthesis I","l-ornithine biosynthesis i","Biosynthesis"
"ARGSYN-PWY",14703.2618055931,5308.69975085452,5265.90886526038,10116.0566448407,22099.2136369561,24059.8828810699,8138.24263827492,1732.75559663406,15543.2976554748,7919.20762656813,9382.66364785336,13681.3699044518,11323.1730055412,3256.3078806505,12671.4605197437,12826.3651402108,33397.2956334279,3168.11515100143,21433.1636869861,7767.55364412762,12189.699765776,33397.2956334279,11756.4363856586,23,115,"L-arginine biosynthesis I (via L-ornithine)","l-arginine biosynthesis i (via l-ornithine)","Biosynthesis"
"PWY0-862",18879.0667308429,6024.0806567541,9856.21581191442,14504.0859617573,5146.11968695045,10283.102420281,13300.1782425578,611.25867606802,4330.59172064647,9813.47310790579,13382.993831121,8915.73989984323,4798.99726799562,4440.77150850745,16335.0203371417,21669.9173650883,46748.9718046456,4382.23885993503,17493.6073607991,7859.98126759952,11938.8206259177,46748.9718046456,10069.6591160977,23,115,"(5Z)-dodecenoate biosynthesis I","(5z)-dodecenoate biosynthesis i","Biosynthesis"
"HISTSYN-PWY",16071.0049520136,4192.45873789778,9804.44214131046,11172.5260899957,16634.6080040765,23741.2026278086,7951.31823123833,1949.53763683378,22203.8336055305,7886.62256958859,8196.76443733252,10607.8573559225,6474.86409573533,3481.90771298557,12525.5940848277,13863.6437128712,34000.5972434974,3045.10017842402,19817.3014257994,4217.86837784775,11891.9526610769,34000.5972434974,10890.1917229591,23,115,"L-histidine biosynthesis","l-histidine biosynthesis","Biosynthesis"
"DTDPRHAMSYN-PWY",14498.3530368398,5289.53834839682,6240.32875949947,11284.7955501593,23559.4199107257,20504.9195944984,7110.26288935383,1433.81196650187,22766.1026822993,7410.48633612772,7998.18807533759,15115.0594125587,15212.9338546479,3095.12534424581,11639.1413027289,8594.48156882541,27666.9597381782,3024.20216936301,15027.2737090096,9222.79423661486,11834.7089242956,27666.9597381782,11461.9684264441,23,115,"dTDP-&beta;-L-rhamnose biosynthesis","dtdp-&beta;-l-rhamnose biosynthesis","Biosynthesis"
"HSERMETANA-PWY",17188.0173219204,4785.31023571273,7862.96244619887,13307.051375737,19437.9370584598,9708.28324029882,8367.18988556267,1256.47191011236,6380.5511485151,9009.43696303368,11609.1239586197,9260.12600721482,8576.90666990667,3179.4356116966,13651.1441933336,17178.198128675,42547.4860193785,3531.23197471344,20835.1745407523,5198.88004421133,11643.5459367027,42547.4860193785,9484.20462375682,23,115,"L-methionine biosynthesis III","l-methionine biosynthesis iii","Biosynthesis"
"PWY-7392",14125.0145159299,4483.05893048446,8845.3445319846,12947.459129239,19662.5406725989,10061.0336920095,7690.70435863943,1320.97498953694,18809.9547644994,7598.4010843479,11734.5409988854,12641.2757667966,8886.25756959825,3286.98178709245,14853.2116060066,13901.6759961576,23153.3433754097,14227.0898723323,17668.0974071521,5365.38581917663,11563.1173433939,23153.3433754097,12187.908382841,23,115,"taxadiene biosynthesis (engineered)","taxadiene biosynthesis (engineered)","Biosynthesis"
"PWY-5347",20795.8209114003,6135.16622302755,9340.20619609037,17025.7083187719,10298.1772091374,15629.2864285809,9215.94864457038,798.433691009773,8930.05727684714,10375.0896677023,13752.1129098906,10845.5881360829,6266.25014759489,4380.76720190389,17593.1072321062,16007.7644152403,18401.9169785514,6442.07479606362,19406.2586926915,8218.97969837526,11492.9357387819,20795.8209114003,10610.3389018926,23,115,"superpathway of L-methionine biosynthesis (transsulfuration)","superpathway of l-methionine biosynthesis (transsulfuration)","Biosynthesis"
"P4-PWY",17028.3983241,5631.07647988598,7187.97947164186,14324.9838243665,14306.5806200962,18696.3533842712,7637.30447825965,1392.68368356465,11417.7393041329,8896.8670954147,11847.4764357243,12885.8603493572,8785.30319232482,3821.5423408649,15939.4035052675,12762.6373748014,21732.5978837909,7388.44065287956,19666.5451063676,8417.60104240564,11488.3687274759,21732.5978837909,11667.9225816001,23,115,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","superpathway of l-lysine, l-threonine and l-methionine biosynthesis i","Biosynthesis"
"PWY-6471",685.37258239783,5293.66515916351,2042.34747465273,435.001940683734,24377.1174877043,25653.2780806884,1120.06531515642,683.660036525739,18697.8999610061,4381.13154553019,6539.06081575264,24648.1787173254,21341.1804381398,297.264578124877,15102.1887522573,7851.08458006948,19161.4085106858,7714.32578259344,24196.3200850859,18994.8050993585,11460.7678471451,25653.2780806884,9655.92621360729,23,115,"peptidoglycan biosynthesis IV (Enterococcus faecium)","peptidoglycan biosynthesis iv (enterococcus faecium)","Biosynthesis"
"PWY-6270",14329.2129657277,4079.26627172233,8833.19621053338,12634.126502859,19125.1563635562,8453.32248036015,8466.91673090936,2013.00802016346,20193.9953638872,7611.62346031204,11706.7011031006,10903.6038818642,7393.17382035811,3307.89965804738,13912.2613369085,15281.9760418341,26586.0580706377,11219.689974343,18434.6240308027,4263.90408968588,11437.4858188807,26586.0580706377,11328.5878966118,23,115,"isoprene biosynthesis I","isoprene biosynthesis i","Biosynthesis"
"METSYN-PWY",21660.8474251681,6097.39778435118,8810.61723794584,17352.6952012249,9649.12714104865,14915.7901822015,9802.93172152542,700.832615745014,7990.85340635425,10890.3138589007,13652.6553379338,10102.9085533684,5862.21290902947,4497.0797308369,17385.077386352,17354.3729062264,18236.1871686928,5757.36372248902,19406.5742612656,7699.04494411549,11391.2441747388,21660.8474251681,10496.6112061345,23,115,"superpathway of L-homoserine and L-methionine biosynthesis","superpathway of l-homoserine and l-methionine biosynthesis","Biosynthesis"
"PANTO-PWY",13755.29436735,4430.74515432073,6641.91080302707,9808.35719157318,10233.8284966785,9977.45481476873,9738.89409770713,1476.42971143559,23900.1236780081,7153.08290222442,9755.60547297255,12655.4582577028,6508.59141780053,3167.04152128103,13503.7543029308,15873.1427427461,36109.6920287766,6484.24491367551,19246.7565242483,5850.27072486064,11313.5339562044,36109.6920287766,9892.90600317096,23,115,"phosphopantothenate biosynthesis I","phosphopantothenate biosynthesis i","Biosynthesis"
"MET-SAM-PWY",19640.0762764317,5820.2032347113,8894.32279137911,16233.165632256,10304.7852151504,14862.9094648561,9199.46110068271,794.547347599164,7391.8701739483,10182.0599562488,13308.0157514203,10812.3693121049,6266.8515312331,4316.61613243755,16773.5251995502,16784.980637185,19393.3896089558,6277.65358235862,19768.9461180183,7683.5654550635,11235.4657260795,19768.9461180183,10558.5772636276,23,115,"superpathway of S-adenosyl-L-methionine biosynthesis","superpathway of s-adenosyl-l-methionine biosynthesis","Biosynthesis"
"PWY-6823",15073.6199686758,4008.56679636091,8634.54342404787,13710.4780818668,9133.03668784983,6481.8970333773,8721.62069855102,1176.17679558011,8585.16880096393,7430.3529139845,12583.9123143792,6744.87612946739,3992.03281677229,3613.48314788711,13014.2223561056,15590.9914807187,36510.3355759731,31709.9821261771,13308.7912638929,3807.64129009189,11191.5864851362,36510.3355759731,8927.32869320042,23,115,"molybdopterin biosynthesis","molybdopterin biosynthesis","Biosynthesis"
"PWY-7400",14523.4765224146,5132.70635204567,5143.42901206623,9980.73390160529,17877.5935699915,21021.0093346912,7518.26893992014,1723.97241010504,14910.3038315204,7745.36137905905,9089.74238548734,12757.0969146228,9828.355571796,3225.92117451791,12388.1262526737,12448.932376067,26002.3146626208,2983.86667603002,17785.4501211482,7563.57886848992,10982.5120128436,26002.3146626208,10481.6229572245,23,115,"L-arginine biosynthesis IV (archaebacteria)","l-arginine biosynthesis iv (archaebacteria)","Biosynthesis"
"PWY-5188",15100.7767236978,4298.79610412827,8451.26754808683,11099.8054764028,12599.2997914982,7553.37628296179,10098.9631115016,1544.4678665029,8047.6698638744,7497.03406621054,10531.7932063783,9001.02868710981,6415.0848270872,3821.70644790289,12008.8451492853,17745.684403061,39440.3820129882,6195.01429439851,18646.4698960125,3712.54591237356,10690.5005835731,39440.3820129882,9549.9958993057,23,115,"tetrapyrrole biosynthesis I (from glutamate)","tetrapyrrole biosynthesis i (from glutamate)","Biosynthesis"
"OANTIGEN-PWY",6805.77254429863,4380.13213009211,4355.73809080476,4264.56645953459,23221.5174749253,20483.7415895367,4422.67614217648,2040.80996481042,17503.9198717287,4482.91865739303,6083.48210366931,17534.1406854408,16527.8076455937,725.148644671198,11579.9142006153,3167.38467319818,32956.2178137837,4349.31861559889,17167.3386202697,10035.5764629335,10604.4061195538,32956.2178137837,8420.67450361605,23,115,"O-antigen building blocks biosynthesis (E. coli)","o-antigen building blocks biosynthesis (e. coli)","Biosynthesis"
"SULFATE-CYS-PWY",18404.7630403265,4985.0419715824,4437.29097280989,13434.9427049221,7409.56443888133,10872.5800032602,7273.20641160334,1869.4644581838,4236.90154389213,8849.90897170504,9783.35188952951,8346.59657431994,3512.21076930325,4194.22228180431,15423.9362803789,11447.3562772341,33787.8407163116,2199.77608862547,20377.2432489966,5978.84269197241,9841.25206678214,33787.8407163116,8598.25277301249,23,115,"superpathway of sulfate assimilation and cysteine biosynthesis","superpathway of sulfate assimilation and cysteine biosynthesis","Biosynthesis"
"PYRIDNUCSYN-PWY",13946.5211954238,4250.79593481376,3265.39126293556,11298.2467316196,9665.51378929368,7893.41966019471,7344.68709977731,1423.8883850429,21839.3022107989,7362.51181349133,9080.97979828176,9775.47499298191,6107.83437170713,3153.90729384228,12761.2429287223,12095.5650435483,27956.1462449684,3419.84701199571,17016.5136359801,5053.34501568203,9735.55672105508,27956.1462449684,9373.24679378772,23,115,"NAD de novo biosynthesis I (from aspartate)","nad de novo biosynthesis i (from aspartate)","Biosynthesis"
"PWY-5345",18785.0906823327,5138.3563413737,4051.96470107898,13992.7516351088,7432.14207377721,10055.079694995,7368.44023610717,2021.23340900587,3405.07320794047,8909.09308323612,10040.8626630877,8022.43537425778,3606.04216644734,4037.18727715531,15148.1336812019,11241.2269825827,28822.3919357322,1956.1072745706,19311.7994195934,6291.03503556069,9481.82234375729,28822.3919357322,8465.76422874695,23,115,"superpathway of L-methionine biosynthesis (by sulfhydrylation)","superpathway of l-methionine biosynthesis (by sulfhydrylation)","Biosynthesis"
"PWY-6703",13678.3422524221,3671.51090580351,7047.51868743825,8789.0699550399,4978.87682701785,6826.50651386422,9726.93555637156,1343.57778676009,21066.3200887617,6505.06096434063,8140.97154350098,9205.57548123129,3109.05340958491,3021.10210900364,10527.906115121,15634.9506318661,32516.3704528781,2504.37277490875,15949.3048097812,4430.72465076976,9433.70257582328,32516.3704528781,8465.02074927044,23,115,"preQ0 biosynthesis","preq0 biosynthesis","Biosynthesis"
"PWY-5855",12721.241240335,3621.87905226167,5808.23228974638,8575.5066735661,2847.53153531839,6061.27954239717,8931.02810999913,30970.2843814234,1937.56187324068,6359.24879328752,7777.00752838565,5502.50933991816,1820.5370275356,3022.65790506653,9631.37171771092,13972.0660651775,33178.6230889874,2048.07769243024,9242.34152822048,3420.90669075366,8872.49460378808,33178.6230889874,7068.12816083659,23,115,"ubiquinol-7 biosynthesis (early decarboxylation)","ubiquinol-7 biosynthesis (early decarboxylation)","Biosynthesis"
"HOMOSER-METSYN-PWY",17968.531982606,4900.68304267884,7383.17743717217,13996.5533871755,6330.96412229287,11106.2373423304,8166.61998312647,430.541850039471,5053.75444655074,9037.92363618918,11074.552475681,6970.59792648856,3888.47620957246,3567.03043511412,13491.103344431,14988.0411121554,12815.6541441974,3527.62207619757,14965.1771594524,5289.31706087733,8747.62795871644,17968.531982606,8457.12397092146,23,115,"L-methionine biosynthesis I","l-methionine biosynthesis i","Biosynthesis"
"PWY-5840",12768.496341515,4974.05710987303,5518.02707918186,8592.06370525056,5628.00581339572,24294.1697543572,6325.64996446699,514.217079159935,16014.3268623793,6678.43326016733,7410.0025768636,12245.7790936921,9778.15926609032,2987.21496842526,12085.0441077671,9302.33322934897,6291.33496392896,1792.30062925514,13992.4888676577,6757.81070072719,8697.49576867517,24294.1697543572,8001.03314105708,23,115,"superpathway of menaquinol-7 biosynthesis","superpathway of menaquinol-7 biosynthesis","Biosynthesis"
"PWY-5154",14201.9250575545,4020.35457932021,5096.24260327135,9771.14781144428,6951.27818386143,10297.0374890468,7697.18020614116,1698.83988509265,20796.4646383389,7047.76406752041,7656.85133365783,7886.02283659788,4380.19748788377,3219.85672695133,10671.9618362835,10248.993904905,21792.7145169579,1878.96059377056,11861.4443440083,5110.64115903899,8614.29396308234,21792.7145169579,7791.60152136952,23,115,"L-arginine biosynthesis III (via N-acetyl-L-citrulline)","l-arginine biosynthesis iii (via n-acetyl-l-citrulline)","Biosynthesis"
"PWY-5918",14039.1800759221,3858.30900596951,6688.7109918372,10496.9420953145,4794.34373728045,6944.14966648187,7843.09079658256,1567.90723578854,5199.91970947898,6997.90145652161,8904.34306363896,7605.57221712994,4105.71834564042,3475.7271794222,11552.3456291376,13131.1137927309,31801.7110330826,2716.44999647698,15739.8044219958,3854.08473752755,8565.86625939802,31801.7110330826,7301.73683682578,23,115,"superpathway of heme b biosynthesis from glutamate","superpathway of heme b biosynthesis from glutamate","Biosynthesis"
"HEME-BIOSYNTHESIS-II",12703.0275975384,3349.9727725948,6745.51002641696,9717.71589163219,2498.21710228112,6305.41075130299,5874.68860850125,30791.1842592774,3404.47600834385,6372.33752787103,7236.59833557578,6175.70063667953,2668.82002343086,3067.91207644661,10998.2822347581,9492.7637882223,24734.2355237343,1477.81742500927,13242.2159102936,4099.28240891076,8547.80844544105,30791.1842592774,6558.92377714399,23,115,"heme b biosynthesis I (aerobic)","heme b biosynthesis i (aerobic)","Biosynthesis"
"PWY-I9",15248.5093941343,4796.37528281665,7757.88889435953,11196.5496543119,7453.28974913828,20738.861372014,6508.051925044,514.535791079584,5631.84183403482,7815.13799663784,8837.60351413258,8882.97306423729,4850.64938053971,3477.30903838498,12050.2382592971,11284.8776550014,7322.94933442314,4814.90230865484,15560.8667628942,5416.77646261629,8508.00938368762,20738.861372014,7786.51344549869,23,115,"L-cysteine biosynthesis VI (from L-methionine)","l-cysteine biosynthesis vi (from l-methionine)","Biosynthesis"
"PWY-5897",12773.4634224255,4910.36447154718,5495.40754164333,8575.7573223506,5216.0704883823,23590.8168065592,6486.41794448257,487.987641147745,15379.4278060489,6775.64729124431,7230.80605815866,11766.6312543557,9305.44121207529,2992.11531621407,11737.0610653813,9525.84253078266,5832.69286097212,1673.07441473547,13560.0693060358,6535.04786542752,8492.50713099851,23590.8168065592,7861.65659457858,23,115,"superpathway of menaquinol-11 biosynthesis","superpathway of menaquinol-11 biosynthesis","Biosynthesis"
"PWY-5898",12773.4634224255,4910.36447154718,5495.40754164333,8575.7573223506,5216.0704883823,23590.8168065592,6486.41794448257,487.987641147745,15379.4278060489,6775.64729124431,7230.80605815866,11766.6312543557,9305.44121207529,2992.11531621407,11737.0610653813,9525.84253078266,5832.69286097212,1673.07441473547,13560.0693060358,6535.04786542752,8492.50713099851,23590.8168065592,7861.65659457858,23,115,"superpathway of menaquinol-12 biosynthesis","superpathway of menaquinol-12 biosynthesis","Biosynthesis"
"PWY-5899",12773.4634224255,4910.36447154718,5495.40754164333,8575.7573223506,5216.0704883823,23590.8168065592,6486.41794448257,487.987641147745,15379.4278060489,6775.64729124431,7230.80605815866,11766.6312543557,9305.44121207529,2992.11531621407,11737.0610653813,9525.84253078266,5832.69286097212,1673.07441473547,13560.0693060358,6535.04786542752,8492.50713099851,23590.8168065592,7861.65659457858,23,115,"superpathway of menaquinol-13 biosynthesis","superpathway of menaquinol-13 biosynthesis","Biosynthesis"
"PWY-2941",3672.41110477598,5386.16373397906,3593.46979714568,3201.64043142809,19090.2118305827,22132.4266619202,1235.78665629875,1126.88528927719,14463.3943299748,4603.46895543161,7108.63638681617,14798.4598546589,16861.1360918461,502.061155808453,10470.0585269029,1267.34914112126,7941.62555817899,6800.29933879777,13845.715049338,9964.91504176927,8403.30574680259,22132.4266619202,7525.13097249758,23,115,"L-lysine biosynthesis II","l-lysine biosynthesis ii","Biosynthesis"
"HEME-BIOSYNTHESIS-II-1",12703.0275975384,3425.78043590435,7064.90135409218,9717.71589163219,2498.21710228112,6305.41075130299,5874.68860850125,30791.1842592774,3649.4218625871,6372.33752787103,7615.33439714028,5015.78583598606,825.831720785983,3087.84336525903,10998.2822347581,9512.13601283665,24734.2355237343,3272.83145818266,9752.39749118583,4099.28240891076,8365.83229198838,30791.1842592774,6718.6194409816,23,115,"heme b biosynthesis V (aerobic)","heme b biosynthesis v (aerobic)","Biosynthesis"
"PWY0-845",16716.8510098012,4244.78812923246,6804.97699369338,11344.7038121176,4287.80434287446,9649.19743356154,7217.81376997123,336.589978616061,15138.3917319432,7844.05237179612,8015.64116497372,7415.39813089756,1225.49370103505,3789.84908195383,12340.3909020362,10670.0975804855,21737.8050506055,1575.69972776543,11290.0597759592,5124.82509916243,8338.52148942409,21737.8050506055,7929.84676838492,23,115,"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","superpathway of pyridoxal 5'-phosphate biosynthesis and salvage","Biosynthesis"
