"pathway","insect_51_WholeSpecimen","insect_52_WholeSpecimen","insect_53_WholeSpecimen","insect_54_WholeSpecimen","insect_55_WholeSpecimen","insect_56_WholeSpecimen","insect_57_WholeSpecimen","insect_58_WholeSpecimen","insect_59_WholeSpecimen","insect_60_WholeSpecimen","insect_61_WholeSpecimen","insect_62_WholeSpecimen","insect_63_WholeSpecimen","insect_64_WholeSpecimen","insect_65_WholeSpecimen","insect_66_WholeSpecimen","insect_67_WholeSpecimen","insect_68_WholeSpecimen","insect_69_WholeSpecimen","insect_70_WholeSpecimen","mean_abundance","max_abundance","median_abundance","prevalence","prevalence_pct","description","description_lower","category"
"PWY-5659",3588.32704396912,4640.86115923617,6276.59592232527,7791.10645804393,24148.3570507035,18807.6920191563,6657.0401689899,31283.2921739567,24927.6571994605,4801.70465078141,9366.37967972412,19594.7714548077,13137.5967268856,1214.39366611055,12885.3647330005,9774.41087324624,25254.7378907878,6598.40870854991,10797.3245941509,14108.4110864965,12782.7216630191,31283.2921739567,11790.023128585,23,115,"GDP-mannose biosynthesis","gdp-mannose biosynthesis","Biosynthesis"
"GLYCOGENSYNTH-PWY",14630.8242604411,4313.50449249718,4667.23728661533,15056.8384085209,27677.2330531388,24143.2270245427,5977.47912870409,1362.00833031261,25200.8067298542,7119.20088764235,12143.2225698125,10600.5027228098,11544.3811950996,3333.68537564683,16845.0098471589,9486.3195428376,8111.40060118409,34604.8771682951,14724.6582393131,3961.09781923399,12775.175734183,34604.8771682951,11843.8018824561,23,115,"glycogen biosynthesis I (from ADP-D-Glucose)","glycogen biosynthesis i (from adp-d-glucose)","Biosynthesis"
"PWY-6859",13443.1592122539,5585.39712448429,9233.27671144945,13314.0058943664,17309.3124265103,20947.5006334118,6089.25845128187,673.418620325012,11571.5755660938,7273.26308340572,11241.979305133,19167.062286221,16111.1795847411,3196.52424333103,16508.5513295379,11056.3051780603,13136.5535439401,29745.2730643855,12684.914313062,15394.0541616556,12684.1282366825,29745.2730643855,12910.7339285011,23,115,"all-trans-farnesol biosynthesis","all-trans-farnesol biosynthesis","Biosynthesis"
"PWY-5989",18859.5492737371,6046.08887732307,10475.9864891016,14188.2034796777,5199.11282145509,10860.3838691675,15120.3478855718,1584.45969315752,5169.62267672512,10206.423138514,12750.6846799433,12397.7841297496,7500.33253475247,4540.71192188617,17284.4877235009,23075.7925139507,47612.232703823,4085.7902751389,18089.2025013217,7265.44022394344,12615.631870622,47612.232703823,11629.0839994586,23,115,"stearate biosynthesis II (bacteria and plants)","stearate biosynthesis ii (bacteria and plants)","Biosynthesis"
"PWY-6936",18882.0720812972,5784.83369480362,8272.6670120189,16411.3601900371,16153.4214236576,13966.2003520233,7777.20367941504,1828.23896513767,4650.03957190108,9647.94737262011,13212.7334712986,12424.8242680672,12500.6588680542,3712.57590361185,19366.3867856868,13836.0619882696,38043.7783469589,4274.83355624089,21076.2587625846,9108.1938467925,12546.5145070238,38043.7783469589,12523.586687539,23,115,"seleno-amino acid biosynthesis (plants)","seleno-amino acid biosynthesis (plants)","Biosynthesis"
"PWY-5136",30264.1770103304,8095.57891923039,8490.1816002196,21108.4757383509,5165.31051714221,10789.1939201104,10214.6373227106,702.077217125745,4795.52135783167,13886.666519033,13386.4658576658,9809.85946257788,2105.93237952351,7149.12560129457,22410.5637427347,17413.8576499205,31121.6783962953,2846.23856519214,20698.7558004721,8334.69803970594,12439.4497808734,31121.6783962953,10501.9156214105,23,115,"fatty acid &beta;-oxidation II (plant peroxisome)","fatty acid &beta;-oxidation ii (plant peroxisome)","Other Metabolic Pathways"
"PANTOSYN-PWY",13969.8777163425,4940.04354140835,6705.82237142574,11380.4327567386,11836.2264468947,12198.3629823677,9820.72791526458,1862.48649305485,26190.2402601837,7684.02085027449,10852.1015347778,15042.7122317038,8069.22452968266,3234.46900110695,15256.0990531807,15555.4074091002,38762.84864335,6877.91699236234,20544.7521076044,7577.10010472976,12418.0436470777,38762.84864335,11608.3296018166,23,115,"superpathway of coenzyme A biosynthesis I (bacteria)","superpathway of coenzyme a biosynthesis i (bacteria)","Biosynthesis"
"PWY-5189",15791.5953488019,4507.44245883717,8374.58176996392,10951.0116894137,11877.3392914169,8169.40644054372,10637.9807292268,31341.1675710908,7443.00826290736,7736.88119348417,10622.320209318,9118.32399231256,6557.74677085494,3659.01819824267,12070.4267989369,18747.4946071863,41238.1413084025,5534.40512481635,18936.723624612,4017.39786252001,12366.6206626444,41238.1413084025,10630.1504692724,23,115,"tetrapyrrole biosynthesis II (from glycine)","tetrapyrrole biosynthesis ii (from glycine)","Biosynthesis"
"PWY-702",19786.3737328482,5570.02439141081,8192.37504126476,16170.7859763322,16556.3057812835,21364.2531083264,7986.56126952171,956.172467282205,6440.88254883616,9684.37463790543,11798.4210255105,12676.8321175141,9983.4062630455,3843.93520272094,16333.9730407025,13290.9451464043,29815.7125574158,8565.92935595404,18506.9794745286,9391.43804767836,12345.7840593243,29815.7125574158,12072.1025424174,23,115,"L-methionine biosynthesis II","l-methionine biosynthesis ii","Biosynthesis"
"PPGPPMET-PWY",18694.8782414339,5632.91087184733,9620.9022727199,13556.2234146802,5219.34662703669,8613.8556114651,13167.5971973867,799.379816124644,26569.729879134,9653.18780814418,12050.5083288407,9646.13599940794,3626.40297762284,4378.04942601659,15662.18043713,20282.3616365881,43640.2286642588,3754.55275028355,15931.8122934353,6318.2577790984,12340.9251016327,43640.2286642588,10851.8480684925,23,115,"ppGpp metabolism","ppgpp metabolism","Other Metabolic Pathways"
"PWY-6151",15689.4909180549,6346.52906916936,7598.52089345952,11940.7473606775,25205.9689268208,20430.6865302573,9711.87952316013,2072.89145260692,8288.05092973069,8896.10812118731,11362.28692689,12389.3621943107,16914.8205915429,3295.29306129891,17837.2283404937,13813.420481724,20807.0671003078,5290.74379354629,19589.9960709068,9193.88264972098,12333.7487467933,25205.9689268208,12137.2480537354,23,115,"S-adenosyl-L-methionine salvage I","s-adenosyl-l-methionine salvage i","Sulfur Metabolism"
"GLUTORN-PWY",16033.6791619418,4271.54964054485,4892.89713695859,10998.0211841608,17084.4766764013,22078.7132062313,10715.3851888296,2483.11664476108,19683.5510676236,8045.92828783271,9247.04941731285,10576.9830430317,6264.14675861456,3608.80550983621,12335.6961472223,17164.6590589569,40680.1801526205,3009.79496307666,21446.6114022548,4129.6735008194,12237.5459074516,40680.1801526205,10856.7031864952,23,115,"L-ornithine biosynthesis I","l-ornithine biosynthesis i","Biosynthesis"
"ARGSYN-PWY",14703.2618055931,5308.69975085452,5265.90886526038,10116.0566448407,22099.2136369561,24059.8828810699,8138.24263827492,1732.75559663406,15543.2976554748,7919.20762656813,9382.66364785336,13681.3699044518,11323.1730055412,3256.3078806505,12671.4605197437,12826.3651402108,33397.2956334279,3168.11515100143,21433.1636869861,7767.55364412762,12189.699765776,33397.2956334279,11756.4363856586,23,115,"L-arginine biosynthesis I (via L-ornithine)","l-arginine biosynthesis i (via l-ornithine)","Biosynthesis"
"PWY0-1261",22776.8934146405,6669.89420621075,9802.29241312746,16231.5719089394,4841.24995854967,19320.7535192412,9379.72729042342,2537.6951424487,8798.96434822325,10782.0312105156,11908.3254550631,15222.2560571355,7393.27757126485,5286.83006557209,19806.2905126351,12694.3680631041,30492.0475753963,3354.81063752376,13663.6790281221,12211.3577885484,12158.7158083343,30492.0475753963,12033.5206316987,23,115,"anhydromuropeptides recycling I","anhydromuropeptides recycling i","Salvage Pathways"
"PWY-7356",2736.94053741058,3851.9241705671,4596.45915289857,8790.82265578705,24020.1458652378,8450.96814445069,7194.58074023394,5188.04196895193,16240.4911661418,3689.98287842905,9193.34020295239,22981.8157550142,14706.5548591931,656.037700142399,14675.3380046164,9699.31815255573,16951.0431091106,31796.8047493003,19910.043996102,16871.2159541766,12110.0934881636,31796.8047493003,10904.7058203597,23,115,"thiamine diphosphate salvage IV (yeast)","thiamine diphosphate salvage iv (yeast)","Salvage Pathways"
"PWY-7237",25039.67,7081.28,3086.52,16869.4,8080.1,14890.8,8428,2012.4,5492.38,11833.8,11715.2,12830.46,12234.36,5545.75,18478.08,13485.81,33138.5,1695.75,16371.85,12369.5,12033.9805,33138.5,12134.17025,23,115,"myo-, chiro- and scyllo-inositol degradation","myo-, chiro- and scyllo-inositol degradation","Degradation"
"PWY0-862",18879.0667308429,6024.0806567541,9856.21581191442,14504.0859617573,5146.11968695045,10283.102420281,13300.1782425578,611.25867606802,4330.59172064647,9813.47310790579,13382.993831121,8915.73989984323,4798.99726799562,4440.77150850745,16335.0203371417,21669.9173650883,46748.9718046456,4382.23885993503,17493.6073607991,7859.98126759952,11938.8206259177,46748.9718046456,10069.6591160977,23,115,"(5Z)-dodecenoate biosynthesis I","(5z)-dodecenoate biosynthesis i","Biosynthesis"
"HISTSYN-PWY",16071.0049520136,4192.45873789778,9804.44214131046,11172.5260899957,16634.6080040765,23741.2026278086,7951.31823123833,1949.53763683378,22203.8336055305,7886.62256958859,8196.76443733252,10607.8573559225,6474.86409573533,3481.90771298557,12525.5940848277,13863.6437128712,34000.5972434974,3045.10017842402,19817.3014257994,4217.86837784775,11891.9526610769,34000.5972434974,10890.1917229591,23,115,"L-histidine biosynthesis","l-histidine biosynthesis","Biosynthesis"
"DTDPRHAMSYN-PWY",14498.3530368398,5289.53834839682,6240.32875949947,11284.7955501593,23559.4199107257,20504.9195944984,7110.26288935383,1433.81196650187,22766.1026822993,7410.48633612772,7998.18807533759,15115.0594125587,15212.9338546479,3095.12534424581,11639.1413027289,8594.48156882541,27666.9597381782,3024.20216936301,15027.2737090096,9222.79423661486,11834.7089242956,27666.9597381782,11461.9684264441,23,115,"dTDP-&beta;-L-rhamnose biosynthesis","dtdp-&beta;-l-rhamnose biosynthesis","Biosynthesis"
"FAO-PWY",30184.4858615686,7887.97232959683,8416.55228740298,20795.6382827021,4898.83988293258,10200.2806055387,10176.9137202536,0,3696.16531953043,13577.1802723553,13108.7469031543,8286.81338740718,1366.80998181478,7125.94444447928,21365.9454997585,16876.2001376394,27087.4209252176,2085.28521085374,18244.0256145442,7974.33996814134,11667.7780317446,30184.4858615686,10188.5971628961,22,110,"fatty acid &beta;-oxidation I (generic)","fatty acid &beta;-oxidation i (generic)","Other Metabolic Pathways"
"HSERMETANA-PWY",17188.0173219204,4785.31023571273,7862.96244619887,13307.051375737,19437.9370584598,9708.28324029882,8367.18988556267,1256.47191011236,6380.5511485151,9009.43696303368,11609.1239586197,9260.12600721482,8576.90666990667,3179.4356116966,13651.1441933336,17178.198128675,42547.4860193785,3531.23197471344,20835.1745407523,5198.88004421133,11643.5459367027,42547.4860193785,9484.20462375682,23,115,"L-methionine biosynthesis III","l-methionine biosynthesis iii","Biosynthesis"
"PWY-6901",11174.6475278206,5323.55215939461,7008.40165051899,10272.3939469294,23293.5840044899,21836.4896490494,6156.88971082854,2298.31508953446,24295.8582515972,7726.03657363439,10029.5439382564,17121.8038946668,15772.2633693744,2039.7158834614,15873.0691662149,10083.0378688739,10051.7087733594,2915.45597637732,18692.3260963971,9429.7607818049,11569.7427156292,24295.8582515972,10177.7159079016,23,115,"superpathway of glucose and xylose degradation","superpathway of glucose and xylose degradation","Degradation"
"PWY-7392",14125.0145159299,4483.05893048446,8845.3445319846,12947.459129239,19662.5406725989,10061.0336920095,7690.70435863943,1320.97498953694,18809.9547644994,7598.4010843479,11734.5409988854,12641.2757667966,8886.25756959825,3286.98178709245,14853.2116060066,13901.6759961576,23153.3433754097,14227.0898723323,17668.0974071521,5365.38581917663,11563.1173433939,23153.3433754097,12187.908382841,23,115,"taxadiene biosynthesis (engineered)","taxadiene biosynthesis (engineered)","Biosynthesis"
"PWY-5347",20795.8209114003,6135.16622302755,9340.20619609037,17025.7083187719,10298.1772091374,15629.2864285809,9215.94864457038,798.433691009773,8930.05727684714,10375.0896677023,13752.1129098906,10845.5881360829,6266.25014759489,4380.76720190389,17593.1072321062,16007.7644152403,18401.9169785514,6442.07479606362,19406.2586926915,8218.97969837526,11492.9357387819,20795.8209114003,10610.3389018926,23,115,"superpathway of L-methionine biosynthesis (transsulfuration)","superpathway of l-methionine biosynthesis (transsulfuration)","Biosynthesis"
"P4-PWY",17028.3983241,5631.07647988598,7187.97947164186,14324.9838243665,14306.5806200962,18696.3533842712,7637.30447825965,1392.68368356465,11417.7393041329,8896.8670954147,11847.4764357243,12885.8603493572,8785.30319232482,3821.5423408649,15939.4035052675,12762.6373748014,21732.5978837909,7388.44065287956,19666.5451063676,8417.60104240564,11488.3687274759,21732.5978837909,11667.9225816001,23,115,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I","superpathway of l-lysine, l-threonine and l-methionine biosynthesis i","Biosynthesis"
"PWY-6471",685.37258239783,5293.66515916351,2042.34747465273,435.001940683734,24377.1174877043,25653.2780806884,1120.06531515642,683.660036525739,18697.8999610061,4381.13154553019,6539.06081575264,24648.1787173254,21341.1804381398,297.264578124877,15102.1887522573,7851.08458006948,19161.4085106858,7714.32578259344,24196.3200850859,18994.8050993585,11460.7678471451,25653.2780806884,9655.92621360729,23,115,"peptidoglycan biosynthesis IV (Enterococcus faecium)","peptidoglycan biosynthesis iv (enterococcus faecium)","Biosynthesis"
"PWY-6270",14329.2129657277,4079.26627172233,8833.19621053338,12634.126502859,19125.1563635562,8453.32248036015,8466.91673090936,2013.00802016346,20193.9953638872,7611.62346031204,11706.7011031006,10903.6038818642,7393.17382035811,3307.89965804738,13912.2613369085,15281.9760418341,26586.0580706377,11219.689974343,18434.6240308027,4263.90408968588,11437.4858188807,26586.0580706377,11328.5878966118,23,115,"isoprene biosynthesis I","isoprene biosynthesis i","Biosynthesis"
"METSYN-PWY",21660.8474251681,6097.39778435118,8810.61723794584,17352.6952012249,9649.12714104865,14915.7901822015,9802.93172152542,700.832615745014,7990.85340635425,10890.3138589007,13652.6553379338,10102.9085533684,5862.21290902947,4497.0797308369,17385.077386352,17354.3729062264,18236.1871686928,5757.36372248902,19406.5742612656,7699.04494411549,11391.2441747388,21660.8474251681,10496.6112061345,23,115,"superpathway of L-homoserine and L-methionine biosynthesis","superpathway of l-homoserine and l-methionine biosynthesis","Biosynthesis"
"PANTO-PWY",13755.29436735,4430.74515432073,6641.91080302707,9808.35719157318,10233.8284966785,9977.45481476873,9738.89409770713,1476.42971143559,23900.1236780081,7153.08290222442,9755.60547297255,12655.4582577028,6508.59141780053,3167.04152128103,13503.7543029308,15873.1427427461,36109.6920287766,6484.24491367551,19246.7565242483,5850.27072486064,11313.5339562044,36109.6920287766,9892.90600317096,23,115,"phosphopantothenate biosynthesis I","phosphopantothenate biosynthesis i","Biosynthesis"
"PWY0-781",16556.2737910442,5522.06492034609,6581.35464762727,14104.8089282172,14526.1039599175,17130.0092849133,7558.38762710492,1464.94453234833,10618.3430268509,8754.82463424095,11637.2556628226,13054.6341396225,8921.84617434313,3773.21948149732,15667.4165277783,12787.3437691775,22197.7065132399,6655.37440066495,19706.9429879329,8309.09445737186,11276.3974733531,22197.7065132399,11456.8265680878,23,115,"aspartate superpathway","aspartate superpathway","Other Metabolic Pathways"
"MET-SAM-PWY",19640.0762764317,5820.2032347113,8894.32279137911,16233.165632256,10304.7852151504,14862.9094648561,9199.46110068271,794.547347599164,7391.8701739483,10182.0599562488,13308.0157514203,10812.3693121049,6266.8515312331,4316.61613243755,16773.5251995502,16784.980637185,19393.3896089558,6277.65358235862,19768.9461180183,7683.5654550635,11235.4657260795,19768.9461180183,10558.5772636276,23,115,"superpathway of S-adenosyl-L-methionine biosynthesis","superpathway of s-adenosyl-l-methionine biosynthesis","Biosynthesis"
"PWY-6823",15073.6199686758,4008.56679636091,8634.54342404787,13710.4780818668,9133.03668784983,6481.8970333773,8721.62069855102,1176.17679558011,8585.16880096393,7430.3529139845,12583.9123143792,6744.87612946739,3992.03281677229,3613.48314788711,13014.2223561056,15590.9914807187,36510.3355759731,31709.9821261771,13308.7912638929,3807.64129009189,11191.5864851362,36510.3355759731,8927.32869320042,23,115,"molybdopterin biosynthesis","molybdopterin biosynthesis","Biosynthesis"
"PWY-7400",14523.4765224146,5132.70635204567,5143.42901206623,9980.73390160529,17877.5935699915,21021.0093346912,7518.26893992014,1723.97241010504,14910.3038315204,7745.36137905905,9089.74238548734,12757.0969146228,9828.355571796,3225.92117451791,12388.1262526737,12448.932376067,26002.3146626208,2983.86667603002,17785.4501211482,7563.57886848992,10982.5120128436,26002.3146626208,10481.6229572245,23,115,"L-arginine biosynthesis IV (archaebacteria)","l-arginine biosynthesis iv (archaebacteria)","Biosynthesis"
"HISDEG-PWY",16809.6482223992,5666.5917835506,4643.11890739309,15297.4408848149,5364.86104773321,6673.79995810948,5842.15468216806,398.586046511628,9417.21968059043,8406.3127743241,13210.8403979289,12569.5207729982,3536.41217466291,4134.82790916378,17206.9056416393,14727.2323527229,19882.6488067999,29433.0164868808,9744.74388411466,15749.297694226,10935.7590054366,29433.0164868808,10340.2514447756,23,115,"L-histidine degradation I","l-histidine degradation i","Degradation"
"PWY-5188",15100.7767236978,4298.79610412827,8451.26754808683,11099.8054764028,12599.2997914982,7553.37628296179,10098.9631115016,1544.4678665029,8047.6698638744,7497.03406621054,10531.7932063783,9001.02868710981,6415.0848270872,3821.70644790289,12008.8451492853,17745.684403061,39440.3820129882,6195.01429439851,18646.4698960125,3712.54591237356,10690.5005835731,39440.3820129882,9549.9958993057,23,115,"tetrapyrrole biosynthesis I (from glutamate)","tetrapyrrole biosynthesis i (from glutamate)","Biosynthesis"
"OANTIGEN-PWY",6805.77254429863,4380.13213009211,4355.73809080476,4264.56645953459,23221.5174749253,20483.7415895367,4422.67614217648,2040.80996481042,17503.9198717287,4482.91865739303,6083.48210366931,17534.1406854408,16527.8076455937,725.148644671198,11579.9142006153,3167.38467319818,32956.2178137837,4349.31861559889,17167.3386202697,10035.5764629335,10604.4061195538,32956.2178137837,8420.67450361605,23,115,"O-antigen building blocks biosynthesis (E. coli)","o-antigen building blocks biosynthesis (e. coli)","Biosynthesis"
"P42-PWY",3015.07263237406,3875.30455501433,9962.45416531228,12160.0045900031,8850.15610044958,11222.0977943186,3437.60864862567,701.521797335738,36157.4680956047,4858.68748315308,11724.2993990962,15269.2498658932,5645.63814247173,1549.11054545434,15804.7291350733,7578.53725971798,27277.0582532444,7499.41920808321,17791.7094444043,6490.98470048522,10543.5555908057,36157.4680956047,9406.30513288093,23,115,"incomplete reductive TCA cycle","incomplete reductive tca cycle","Energy Metabolism"
"ANAEROFRUCAT-PWY",7086.33302841333,5582.65994387419,5871.43299272136,7349.57001009191,26681.9893647641,12402.1957373725,2392.07851687107,627.835046939957,19001.1825641098,6481.60652769458,9293.20564487654,13932.7863682926,13650.034092063,1187.15384798286,16352.6192668666,8083.55579845877,16813.0391608332,8735.93861954315,19168.5318122995,10021.3896228958,10535.7568983482,26681.9893647641,9657.29763388619,23,115,"homolactic fermentation","homolactic fermentation","Fermentation"
"PWY-7115",14317.7075477008,4542.62431465932,7367.80131054984,10344.021037348,8485.11194413979,13498.3838077366,7357.89884281321,1548.47079593324,26333.8388405026,7189.76167938561,8308.00811207217,13941.9753758501,7117.58072634758,3354.23685442448,12599.1489012029,10178.1861163654,19960.4103437262,2193.60996141994,11547.9996358267,8287.75909763519,9923.72676228199,26333.8388405026,9204.41935321089,23,115,"C4 photosynthetic carbon assimilation cycle, NAD-ME type","c4 photosynthetic carbon assimilation cycle, nad-me type","Other Metabolic Pathways"
"SULFATE-CYS-PWY",18404.7630403265,4985.0419715824,4437.29097280989,13434.9427049221,7409.56443888133,10872.5800032602,7273.20641160334,1869.4644581838,4236.90154389213,8849.90897170504,9783.35188952951,8346.59657431994,3512.21076930325,4194.22228180431,15423.9362803789,11447.3562772341,33787.8407163116,2199.77608862547,20377.2432489966,5978.84269197241,9841.25206678214,33787.8407163116,8598.25277301249,23,115,"superpathway of sulfate assimilation and cysteine biosynthesis","superpathway of sulfate assimilation and cysteine biosynthesis","Biosynthesis"
"PWY-7761",13989.7558181527,4156.3435233478,5658.12619504818,12177.7839841294,16234.3720737206,8375.40314987812,6475.78741870207,1534.1402162514,17176.0230107256,7426.87685897007,8721.40591385427,9641.30301068058,7339.60257617989,3143.3135575351,13722.0351105555,10144.7847196838,24573.6786745331,3130.30925063383,15460.7852352799,6102.60822733344,9759.22192625977,24573.6786745331,9181.35446226743,23,115,"NAD salvage pathway II (PNC IV cycle)","nad salvage pathway ii (pnc iv cycle)","Salvage Pathways"
"PYRIDNUCSYN-PWY",13946.5211954238,4250.79593481376,3265.39126293556,11298.2467316196,9665.51378929368,7893.41966019471,7344.68709977731,1423.8883850429,21839.3022107989,7362.51181349133,9080.97979828176,9775.47499298191,6107.83437170713,3153.90729384228,12761.2429287223,12095.5650435483,27956.1462449684,3419.84701199571,17016.5136359801,5053.34501568203,9735.55672105508,27956.1462449684,9373.24679378772,23,115,"NAD de novo biosynthesis I (from aspartate)","nad de novo biosynthesis i (from aspartate)","Biosynthesis"
"PWY-6606",16788.1957289781,4140.00104902159,8684.83135177293,13193.2569382927,14607.0431909166,13630.5590804004,6880.14100260093,3305.00820023049,8596.4306074845,8229.88988923181,9602.79454406459,8116.37598936462,5319.55403189727,4403.98929386715,15151.2536695134,12871.2405281519,21425.2175770059,4618.48975382256,9795.31326061364,4756.39332515983,9705.79895061955,21425.2175770059,9143.81294791876,23,115,"guanosine nucleotides degradation II","guanosine nucleotides degradation ii","Degradation"
"GLYCOLYSIS-E-D",16835.1023288417,5113.15101772384,8153.35916257463,13961.3026646828,8388.63258929426,11083.9570134225,7954.2031315889,717.51662329488,5537.46755325912,8621.81305217356,10911.6734576391,7907.08878954397,607.335592946155,3889.3510628285,15934.5880447831,12225.551829504,25740.9210015732,2674.82084626127,15769.310236997,8188.11937253863,9510.76326857356,25740.9210015732,8505.22282073391,23,115,"superpathway of glycolysis and the Entner-Doudoroff pathway","superpathway of glycolysis and the entner-doudoroff pathway","Energy Metabolism"
"PWY-5345",18785.0906823327,5138.3563413737,4051.96470107898,13992.7516351088,7432.14207377721,10055.079694995,7368.44023610717,2021.23340900587,3405.07320794047,8909.09308323612,10040.8626630877,8022.43537425778,3606.04216644734,4037.18727715531,15148.1336812019,11241.2269825827,28822.3919357322,1956.1072745706,19311.7994195934,6291.03503556069,9481.82234375729,28822.3919357322,8465.76422874695,23,115,"superpathway of L-methionine biosynthesis (by sulfhydrylation)","superpathway of l-methionine biosynthesis (by sulfhydrylation)","Biosynthesis"
"PWY-6969",2476.4931190951,4150.30707884042,10177.3871532214,13580.9105969454,6211.92478270945,5321.63085784521,8649.25235019486,765.910487104491,15123.7799644748,7830.37861785925,12263.3274489224,11264.9391416243,3496.8098868354,2802.95977242719,15152.9501510822,14286.9725616559,30054.5119374412,4622.52279360289,18400.5442365544,2695.70608041943,9466.46095094278,30054.5119374412,9057.85665056882,23,115,"TCA cycle V (2-oxoglutarate synthase)","tca cycle v (2-oxoglutarate synthase)","Energy Metabolism"
"PWY-6703",13678.3422524221,3671.51090580351,7047.51868743825,8789.0699550399,4978.87682701785,6826.50651386422,9726.93555637156,1343.57778676009,21066.3200887617,6505.06096434063,8140.97154350098,9205.57548123129,3109.05340958491,3021.10210900364,10527.906115121,15634.9506318661,32516.3704528781,2504.37277490875,15949.3048097812,4430.72465076976,9433.70257582328,32516.3704528781,8465.02074927044,23,115,"preQ0 biosynthesis","preq0 biosynthesis","Biosynthesis"
"PWY-7883",22440.8644463397,4859.567704659,9760.21292355369,16086.4716180109,4226.306077616,9183.90587169664,8056.8078990109,865.634193229286,3156.9928419859,10125.6456595454,10590.4346268411,7393.14576643285,1129.6252443299,5286.83006557209,15907.5200950836,12126.9336619399,26461.8084429978,1847.69208482763,12163.860239918,5964.32860404319,9381.72940338167,26461.8084429978,9282.81763753916,23,115,"anhydromuropeptides recycling II","anhydromuropeptides recycling ii","Salvage Pathways"
"PWY-5723",19842.2027003239,5578.53955238023,10277.8082847474,17631.7794265809,10193.9465055727,14127.9287281083,7976.5362795535,1019.2591439417,3374.13517669364,9676.02657854643,13721.4539213135,8168.60371345097,620.069958774492,4364.57653332767,18216.0149658189,14620.4873461559,1487.6624096549,1841.61023938382,14627.8647878876,7309.80055659058,9233.81534044036,19842.2027003239,9454.92095949339,23,115,"Rubisco shunt","rubisco shunt","Other Metabolic Pathways"
"PWY-5138",23301.850630214,5702.80609766508,7216.70096540036,16527.8134596177,4148.40947647299,7076.19763528061,7828.17768594894,0,2368.84849158242,10297.6876771726,10571.6044514065,5614.98717096232,619.059311715413,5443.49758284843,16337.1546294221,12343.1761895516,24292.8838726739,1251.27321807746,12893.3939050286,6940.81333702086,9038.81678940309,24292.8838726739,7522.43932567465,22,110,"fatty acid &beta;-oxidation IV (unsaturated, even number)","fatty acid &beta;-oxidation iv (unsaturated, even number)","Other Metabolic Pathways"
"PWY-5855",12721.241240335,3621.87905226167,5808.23228974638,8575.5066735661,2847.53153531839,6061.27954239717,8931.02810999913,30970.2843814234,1937.56187324068,6359.24879328752,7777.00752838565,5502.50933991816,1820.5370275356,3022.65790506653,9631.37171771092,13972.0660651775,33178.6230889874,2048.07769243024,9242.34152822048,3420.90669075366,8872.49460378808,33178.6230889874,7068.12816083659,23,115,"ubiquinol-7 biosynthesis (early decarboxylation)","ubiquinol-7 biosynthesis (early decarboxylation)","Biosynthesis"
"PWY-7117",13797.1840534311,3888.73129115453,7666.29671798965,9822.6071814952,8438.15282191317,9592.86549097326,6839.14774933079,1248.04308497043,18806.7549057224,6764.88597339326,8161.53915855865,7632.45671946579,6482.91420852029,3244.18634364513,11553.9315890979,10197.1493607659,22618.9064926229,1791.5075247349,11997.7032348179,5435.73255349414,8799.03482280487,22618.9064926229,8299.84599023591,23,115,"C4 photosynthetic carbon assimilation cycle, PEPCK type","c4 photosynthetic carbon assimilation cycle, pepck type","Other Metabolic Pathways"
"P23-PWY",2493.3983088988,4011.76791019592,10086.18025602,13257.0115100606,8413.07835189411,5375.65583021895,5058.9812000218,616.938263553036,15152.9299245052,6167.33745490467,11517.4201822664,9321.67173623946,4415.26926575993,2135.643467281,15089.0354416066,10538.9494923173,30038.0988459972,2823.71185759026,16521.1617127004,2765.24825171515,8789.97446318734,30038.0988459972,8601.52640754072,23,115,"reductive TCA cycle I","reductive tca cycle i","Energy Metabolism"
"HOMOSER-METSYN-PWY",17968.531982606,4900.68304267884,7383.17743717217,13996.5533871755,6330.96412229287,11106.2373423304,8166.61998312647,430.541850039471,5053.75444655074,9037.92363618918,11074.552475681,6970.59792648856,3888.47620957246,3567.03043511412,13491.103344431,14988.0411121554,12815.6541441974,3527.62207619757,14965.1771594524,5289.31706087733,8747.62795871644,17968.531982606,8457.12397092146,23,115,"L-methionine biosynthesis I","l-methionine biosynthesis i","Biosynthesis"
"PWY-5840",12768.496341515,4974.05710987303,5518.02707918186,8592.06370525056,5628.00581339572,24294.1697543572,6325.64996446699,514.217079159935,16014.3268623793,6678.43326016733,7410.0025768636,12245.7790936921,9778.15926609032,2987.21496842526,12085.0441077671,9302.33322934897,6291.33496392896,1792.30062925514,13992.4888676577,6757.81070072719,8697.49576867517,24294.1697543572,8001.03314105708,23,115,"superpathway of menaquinol-7 biosynthesis","superpathway of menaquinol-7 biosynthesis","Biosynthesis"
"PWY-5154",14201.9250575545,4020.35457932021,5096.24260327135,9771.14781144428,6951.27818386143,10297.0374890468,7697.18020614116,1698.83988509265,20796.4646383389,7047.76406752041,7656.85133365783,7886.02283659788,4380.19748788377,3219.85672695133,10671.9618362835,10248.993904905,21792.7145169579,1878.96059377056,11861.4443440083,5110.64115903899,8614.29396308234,21792.7145169579,7791.60152136952,23,115,"L-arginine biosynthesis III (via N-acetyl-L-citrulline)","l-arginine biosynthesis iii (via n-acetyl-l-citrulline)","Biosynthesis"
